"filename", "language", "XML", "JSON with Comments", "Markdown", "env", "compressionTargetFile", "Python", "R", "JSON", "Julia", "comment", "blank", "total"
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/functions/fun_shock.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -232, -14, -49, -295
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/functions/fun_state.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -453, -20, -47, -520
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/functions/fun_transfer.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -201, -8, -27, -236
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/initialization/fun_initVariables.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -278, -25, -37, -340
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/model/fun_model_skeleton.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -42, -9, -17, -68
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/model/fun_process_skeleton.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -61, -8, -28, -97
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/template/fun_exporter.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -79, -20, -23, -122
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/template/fun_model_skeleton_template.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -42, -9, -16, -67
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/core/template/fun_process_skeleton_template.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -62, -9, -29, -100
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/include/Models.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -24, -12, -13, -49
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/include/SystemicRiskSimulation.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -38, -18, -20, -76
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/model_sets/models_sets.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -5, -4, -1, -10
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/model_sets/processes_sets.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -9, -4, -1, -14
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/model_sets/stages_sets.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -13, -4, -1, -18
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/models/fun_model_BI1111.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -29, -25, -28, -82
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/models/model_content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -12, -5, -9, -26
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/processes/fun_process_exBank_bankrupt.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -23, -11, -16, -50
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/processes/fun_process_exBank_illiquity.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -22, -13, -15, -50
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/processes/fun_process_exBank_insolvent.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -25, -19, -22, -66
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/processes/fun_process_interBank_bankrupt.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -23, -21, -17, -61
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/processes/fun_process_interBank_illiquity.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -26, -13, -22, -61
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/processes/fun_process_interBank_insolvent.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -25, -20, -19, -64
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/processes/process_content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -47, -18, -14, -79
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_bankrupt_repay_shock.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -9, -5, -5, -19
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_exBank_bankrupt_contagion.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -7, -7, -6, -20
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_exBank_illiquity_shock.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -9, -6, -5, -20
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_exBank_insolvent_shock.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -22, -7, -7, -36
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_interBank_bankrupt_contagion_shock.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -15, -6, -5, -26
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_interBank_illiquity_allocate.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -23, -6, -6, -35
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_interBank_illiquity_contagion_shock.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -16, -16, -6, -38
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_interBank_illiquity_repay.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -26, -8, -9, -43
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_interBank_insolvent_contagion.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -12, -7, -6, -25
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/fun_stage_interBank_insolvent_shock.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -17, -7, -7, -31
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/src/model/stages/stage_content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -61, -5, -16, -82
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -45, -1, -15, -61
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/define.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -12, -6, -6, -24
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/define_component.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -51, -1, -18, -70
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/fun_builder.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -55, -11, -25, -91
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/fun_runner.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -16, -4, -13, -33
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/fun_stage.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, -4, -16
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/skeleton.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -15, -2, -2, -19
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/2022-04-21/test2022-04-21.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -10, -1, -4, -15
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/fun_model_skeleton_template.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -30, -12, -21, -63
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/fun_process_skeleton_template.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -37, -25, -27, -89
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/model_exporter.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -79, -20, -23, -122
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/process_content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -1, -4, -8, -13
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/runtests.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -2, -333, -104, -439
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/runtests2.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -30, -24, -23, -77
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/stage_content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -36, -12, -14, -62
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/test2022-05-05.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -17, -53, -20, -90
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/test2022-05-12.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -75, -19, -25, -119
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/test20220415.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -5, -16
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/test_2022-04-16.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -38, -19, -23, -80
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/test/test_2022-04-17.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, -49, -19, -23, -91
"Total", "-", 30, 9, 5, 1, 16, 2921, 0, 316, -3148, 1340, -118, 1372
